Dwelling Identifier,Unit No,Street No,Street Name,Dwelling Suburb,Dwelling Postcode,LGA,full_address,lat,lon,google_maps_link
Q7397,,125,Morden Road,Sunnybank Hills,4109,Brisbane,"125 Morden Road, Sunnybank Hills, 4109, Australia",-27.5816067,153.0395387,"https://www.google.com/maps/search/?api=1&query=125+Morden+Road,+Sunnybank+Hills,+4109,+Australia"
Q7399,,4,Mulgowie Street,Sunnybank Hills,4109,Brisbane,"4 Mulgowie Street, Sunnybank Hills, 4109, Australia",,,"https://www.google.com/maps/search/?api=1&query=4+Mulgowie+Street,+Sunnybank+Hills,+4109,+Australia"
Q7424,,34,Prospect Terrace,Highgate Hill,4101,Brisbane,"34 Prospect Terrace, Highgate Hill, 4101, Australia",-27.4851083,153.022334,"https://www.google.com/maps/search/?api=1&query=34+Prospect+Terrace,+Highgate+Hill,+4101,+Australia"
Q7427,,10,Penelope Street,Murarrie,4172,Brisbane,"10 Penelope Street, Murarrie, 4172, Australia",-27.456932,153.1032525,"https://www.google.com/maps/search/?api=1&query=10+Penelope+Street,+Murarrie,+4172,+Australia"
Q7472,,29,Vaughan Street,Mount Gravatt,4122,Brisbane,"29 Vaughan Street, Mount Gravatt, 4122, Australia",-27.5334988,153.0691331,"https://www.google.com/maps/search/?api=1&query=29+Vaughan+Street,+Mount+Gravatt,+4122,+Australia"
Q7871,,29,Samara Street,Sunnybank,4109,Brisbane,"29 Samara Street, Sunnybank, 4109, Australia",-27.5780218,153.0732685,"https://www.google.com/maps/search/?api=1&query=29+Samara+Street,+Sunnybank,+4109,+Australia"
Q7880,,52,Thurlby Street,Upper Mount Gravatt,4122,Brisbane,"52 Thurlby Street, Upper Mount Gravatt, 4122, Australia",-27.5532266,153.089874,"https://www.google.com/maps/search/?api=1&query=52+Thurlby+Street,+Upper+Mount+Gravatt,+4122,+Australia"
Q7891,,9,Adsett Street,Taringa,4068,Brisbane,"9 Adsett Street, Taringa, 4068, Australia",-27.49324155,152.98285686264404,"https://www.google.com/maps/search/?api=1&query=9+Adsett+Street,+Taringa,+4068,+Australia"
Q7893,,3,Chapman Street,Oxley,4075,Brisbane,"3 Chapman Street, Oxley, 4075, Australia",,,"https://www.google.com/maps/search/?api=1&query=3+Chapman+Street,+Oxley,+4075,+Australia"
Q7928,,38,Mowbray Terrace,East Brisbane,4169,Brisbane,"38 Mowbray Terrace, East Brisbane, 4169, Australia",-27.4832533,153.0435469,"https://www.google.com/maps/search/?api=1&query=38+Mowbray+Terrace,+East+Brisbane,+4169,+Australia"
Q7943,,21,Pine Drive,Woodridge,4114,Logan,"21 Pine Drive, Woodridge, 4114, Australia",-27.6383776,153.0999617,"https://www.google.com/maps/search/?api=1&query=21+Pine+Drive,+Woodridge,+4114,+Australia"
Q7945,,37,Samara Street,Sunnybank,4109,Brisbane,"37 Samara Street, Sunnybank, 4109, Australia",-27.5781103,153.0738772,"https://www.google.com/maps/search/?api=1&query=37+Samara+Street,+Sunnybank,+4109,+Australia"
Q7960,,78,Marshall Road,Rocklea,4106,Brisbane,"78 Marshall Road, Rocklea, 4106, Australia",-27.5562374,153.0165211,"https://www.google.com/maps/search/?api=1&query=78+Marshall+Road,+Rocklea,+4106,+Australia"
Q8011,,81,Gainsborough Street,Moorooka,4105,Brisbane,"81 Gainsborough Street, Moorooka, 4105, Australia",-27.5345786,153.0180373,"https://www.google.com/maps/search/?api=1&query=81+Gainsborough+Street,+Moorooka,+4105,+Australia"
Q8595,,15,Justin Place,Crestmead,4132,Logan,"15 Justin Place, Crestmead, 4132, Australia",-27.6989184,153.0919278,"https://www.google.com/maps/search/?api=1&query=15+Justin+Place,+Crestmead,+4132,+Australia"
Q8627,,7,Farrar Street,Acacia Ridge,4110,Brisbane,"7 Farrar Street, Acacia Ridge, 4110, Australia",-27.5915448,153.0224551,"https://www.google.com/maps/search/?api=1&query=7+Farrar+Street,+Acacia+Ridge,+4110,+Australia"
Q8657,,479,Warrigal Road,Eight Mile Plains,4113,Brisbane,"479 Warrigal Road, Eight Mile Plains, 4113, Australia",-27.5798508,153.0871121,"https://www.google.com/maps/search/?api=1&query=479+Warrigal+Road,+Eight+Mile+Plains,+4113,+Australia"
Q8660,,9,Feluga Street,Shailer Park,4128,Logan,"9 Feluga Street, Shailer Park, 4128, Australia",-27.6606901,153.1753137975477,"https://www.google.com/maps/search/?api=1&query=9+Feluga+Street,+Shailer+Park,+4128,+Australia"
Q8661,,49,Archer Street,Upper Mount Gravatt,4122,Brisbane,"49 Archer Street, Upper Mount Gravatt, 4122, Australia",-27.555319,153.0826888,"https://www.google.com/maps/search/?api=1&query=49+Archer+Street,+Upper+Mount+Gravatt,+4122,+Australia"
Q8924,,16,Donna Avenue,Rochedale South,4123,Logan,"16 Donna Avenue, Rochedale South, 4123, Australia",-27.6056497,153.1268655,"https://www.google.com/maps/search/?api=1&query=16+Donna+Avenue,+Rochedale+South,+4123,+Australia"
