full_address,lat,lon
"3-7 Hunter Avenue, Cessnock, 2325, Australia",,
"26 James Watt Drive, Chittaway, 2261, Australia",,
"68-70 Bent Street, Tuncurry, 2428, Australia",,
"32 Spence Street, Taree, 2430, Australia",,
"32 Spence Street, Taree, 2430, Australia",,
"14 Brown Street, Cessnock, 2325, Australia",,
"32 Spence Street, Taree, 2430, Australia",,
"31-33 Boyce Street, Taree, 2430, Australia",-31.9081501,152.4653892
"1-11 Heath Avenue, Tuncurry, 2428, Australia",-32.1670526,152.4984091
"5 Buffier Close, Cessnock, 2325, Australia",-32.8230115,151.3703943
"67 Stokes Circuit, Taree, 2430, Australia",-31.8979038,152.476065
"19 Wells Street, Taree, 2430, Australia",-31.8951019,152.4742765
"32 James Watt Drive, Chittaway, 2261, Australia",-33.3276365,151.4328346
"32 Short Street, Forster, 2428, Australia",-32.1841568,152.5135464
"13 Fisher Street, Bellbird, 2325, Australia",-32.861193,151.3130415
"11 Casey Drive, Hunterview, 2330, Australia",-32.5404785,151.1791894
"49 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994
"10 Robertson Street, Taree, 2430, Australia",-31.9029113,152.4509786
"2 Dixon Street, Cessnock, 2325, Australia",-32.8269136,151.3439002
"40 Kelso Street, Singleton, 2330, Australia",-32.5747865,151.1806127
"17 Tuncurry Street, Tuncurry, 2428, Australia",-32.1703113,152.496106
"79 Wingham Road, Taree, 2430, Australia",-31.888551,152.4439058
"12 Albatross Close, Forresters Beach, 2260, Australia",-33.4033682,151.4678896
"121 Fourth Street, Weston, 2326, Australia",-32.8105974,151.4620346
"23 Mcblane Street, Weston, 2326, Australia",-32.8074107,151.454324
"7 Thorp Close, Cessnock, 2325, Australia",-32.8233068,151.3694864
"9 Tulloch Close, Singleton, 2330, Australia",-32.5721867,151.1800991
"26B Howe Street, Singleton, 2330, Australia",-32.7467302,151.1029569
"70 Mayers Drive, Tuncurry, 2428, Australia",-32.1690415,152.485154
"33 Allan Street, Wingham, 2429, Australia",-31.8664831,152.365764
"14 Mcblane Street, Weston, 2326, Australia",-32.8074107,151.454324
"2-4 North Street, Tuncurry, 2428, Australia",-32.1690313,152.4974025
"57 Bottlebrush Road, Glenning Valley, 2261, Australia",,
"14 Bushland Drive, Taree, 2430, Australia",-31.8884906,152.4440421
"17 Tuncurry Street, Tuncurry, 2428, Australia",-32.1703113,152.496106
"16 Kennedy Street, Singleton, 2330, Australia",-32.5705503,151.1837592
"35 Wynter Street, Taree, 2430, Australia",-31.9110643,152.4565445
"28 White Avenue, Singleton Heights, 2330, Australia",-32.5538225,151.1583773
"1 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"10 Wells Street, Taree, 2430, Australia",-31.8951019,152.4742765
"33 Pindari Crescent, Taree, 2430, Australia",-31.8943344,152.4644402
"153 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994
"4 Bungan Place, Glenning Valley, 2261, Australia",-33.3386855,151.4233406
"5 Hughes Close, Kurri Kurri, 2327, Australia",-32.8154127,151.4763293
"24 Marjorie Street, Taree, 2430, Australia",-31.8962353,152.4631745
"16 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"11 Casson Avenue, Cessnock, 2325, Australia",-32.8225912,151.3705161
"13 Oxley Avenue, Singleton Heights, 2330, Australia",-32.5463269,151.158052
"41 Ronald Road, Taree, 2430, Australia",-31.8976123,152.4628905
"21 Adina Close, Forster, 2428, Australia",-32.2171594,152.5270732
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"118 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994
"26 Torellia Way, Glenning Valley, 2261, Australia",,
"12 Tulloch Close, Singleton, 2330, Australia",-32.5721867,151.1800991
"39 Mills Crescent, Cessnock, 2325, Australia",-32.8279981,151.3435601
"14 Davies Close, Weston, 2326, Australia",-32.8078556,151.451768
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"21 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994
"20 Allan Street, Wingham, 2429, Australia",-31.8664831,152.365764
"4 Frances Street, Gloucester, 2422, Australia",-32.0162099,151.9622387
"22 Teece Street, Weston, 2326, Australia",-32.8076503,151.455238
"21 Pindari Crescent, Taree, 2430, Australia",-31.8943344,152.4644402
"7 Hampden Street, Kurri Kurri, 2327, Australia",-32.8220753,151.4826116
"8-10 Heath Avenue, Tuncurry, 2428, Australia",-32.1670526,152.4984091
"24 Marjorie Street, Taree, 2430, Australia",-31.8962353,152.4631745
"82 Fourth Street, Weston, 2326, Australia",-32.8105974,151.4620346
"8-10 Heath Avenue, Tuncurry, 2428, Australia",-32.1670526,152.4984091
"73 Appleton Avenue, Weston, 2326, Australia",-32.8178054,151.4624732
"12 Wills Close, Singleton Heights, 2330, Australia",-32.5470611,151.1571333
"15 Brown Street, Cessnock, 2325, Australia",-32.8521786,151.3271274
"1 Oxley Avenue, Singleton Heights, 2330, Australia",-32.5463269,151.158052
"89 Fourth Street, Weston, 2326, Australia",-32.8105974,151.4620346
"92 Northcote Street, Kurri Kurri, 2327, Australia",-32.8096712,151.4845374
"2 Dixon Street, Cessnock, 2325, Australia",-32.8269136,151.3439002
"8-10 Heath Avenue, Tuncurry, 2428, Australia",-32.1670526,152.4984091
"5 Galloway Street, Kurri Kurri, 2327, Australia",-32.8127361,151.4691782
"40 Railway Parade, Kurri Kurri, 2327, Australia",-32.8115779,151.4711091
"26 Lang Street, Cessnock, 2325, Australia",-32.8448124,151.3404027
"39 Christian Crescent, Forster, 2428, Australia",-32.1964463,152.5159856
"6 Lang Street, Cessnock, 2325, Australia",-32.8448124,151.3404027
"16 Dunoon Street, Taree, 2430, Australia",-31.8945219,152.4632199
"11 Mudford Street, Taree, 2430, Australia",-31.8808545,152.4608468
"2 Mills Crescent, Cessnock, 2325, Australia",-32.8279981,151.3435601
"94 Macintosh Street, Forster, 2428, Australia",-32.191055,152.5149796
"14 Sturt Avenue, Singleton, 2330, Australia",-32.572037,151.1770311
"11 Mcblane Street, Weston, 2326, Australia",-32.8074107,151.454324
"1A Subiaco Avenue, Cessnock, 2325, Australia",-32.8283417,151.366656
"2 Coulson Avenue, Cessnock, 2325, Australia",-32.8221581,151.3693231
"7 Coulson Avenue, Cessnock, 2325, Australia",-32.8221581,151.3693231
"13 Nelson Street, Cessnock, 2325, Australia",-32.8291631,151.3412759
"115 Fourth Street, Weston, 2326, Australia",-32.8105974,151.4620346
"1A Subiaco Avenue, Cessnock, 2325, Australia",-32.8283417,151.366656
"30 Avon Street, Gloucester, 2422, Australia",-32.0156989,151.9643569
"21 Waterhouse Avenue, Singleton, 2330, Australia",-32.5722581,151.1806558
"23 Wells Street, Taree, 2430, Australia",-31.8951019,152.4742765
"62-64 Kanangra Drive, Taree, 2430, Australia",-31.9029226,152.4657297
"24 Wentworth Avenue, Singleton Heights, 2330, Australia",-32.5520201,151.1582185
"5 Condon Avenue, Cessnock, 2325, Australia",-32.8329781,151.3451909
"5 Condon Avenue, Cessnock, 2325, Australia",-32.8329781,151.3451909
"4 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"3 Irvine Street, Wingham, 2429, Australia",-31.8675617,152.3649299
"9 Fisher Street, Taree, 2430, Australia",-31.8880982,152.4602002
"36 Stevenson Street, Taree, 2430, Australia",-31.9074863,152.4664464
"1 Brown Close, Singleton, 2330, Australia",-32.5700741,151.1817465
"41 Ronald Road, Taree, 2430, Australia",-31.8976123,152.4628905
"11 Deakin Crescent, Taree, 2430, Australia",-31.8889294,152.4597296
"4 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"43-45 Oxley Street, Taree, 2430, Australia",-31.9055144,152.4747209
"31-33 Boyce Street, Taree, 2430, Australia",-31.9081501,152.4653892
"4 Nelson Street, Cessnock, 2325, Australia",-32.8291631,151.3412759
"3 Pelerin Avenue, Singleton, 2330, Australia",-32.5701509,151.172818
"15 Oxley Avenue, Singleton Heights, 2330, Australia",-32.5463269,151.158052
"39 Milligan Street, Taree, 2430, Australia",-31.9010502,152.4736325
"37 Milligan Street, Taree, 2430, Australia",-31.9010502,152.4736325
"100 Rawson Street, Aberdare, 2325, Australia",-32.8421963,151.3748802
"100 Rawson Street, Aberdare, 2325, Australia",-32.8421963,151.3748802
"14 Dunoon Street, Taree, 2430, Australia",-31.8945219,152.4632199
"19 Bright Street, Forster, 2428, Australia",-32.1974618,152.5148874
"24 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"18 Florence Street, Kurri Kurri, 2327, Australia",-32.8141228,151.4717949
"1 Deakin Avenue, Singleton, 2330, Australia",-32.5741597,151.1757409
"27 Wermol Street, Kurri Kurri, 2327, Australia",-32.8124829,151.47654
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"52 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"16 Wakehurst Crescent, Singleton Heights, 2330, Australia",-32.546265,151.1572853
"36 Railway Parade, Kurri Kurri, 2327, Australia",-32.8115779,151.4711091
"100 Cornwall Street, Taree, 2430, Australia",-31.9057127,152.4587446
"21 Wilkinson Boulevard, Hunterview, 2330, Australia",-32.5441391,151.1804796
"1 Bangalow Place, Taree, 2430, Australia",-31.8971229,152.4695129
"7 Stokes Circuit, Taree, 2430, Australia",-31.8979038,152.476065
"53 Garland Road, Cessnock, 2325, Australia",-32.8232339,151.3627843
"50 Railway Parade, Kurri Kurri, 2327, Australia",-32.8115779,151.4711091
"13-15 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"13-15 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"15 Buckland Avenue, Cessnock, 2325, Australia",-32.8275914,151.345986
"13-15 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"13-15 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"31 Benara Crescent, Forster, 2428, Australia",-32.1996131,152.5267451
"4 Allumba Close, Taree, 2430, Australia",-31.8879818,152.4706822
"8 Robertson Street, Taree, 2430, Australia",-31.9029113,152.4509786
"8 Davies Close, Weston, 2326, Australia",-32.8078556,151.451768
"29 Millfield Street, Pelaw Main, 2327, Australia",,
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"12 Lakkari Close, Taree, 2430, Australia",-31.8866661,152.4732859
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"7 Brittliffe Close, Singleton, 2330, Australia",-32.5737386,151.1797998
"22 Kelso Street, Singleton, 2330, Australia",-32.5747865,151.1806127
"6 Bushland Drive, Taree, 2430, Australia",-31.8884906,152.4440421
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"45 Mills Crescent, Cessnock, 2325, Australia",-32.8279981,151.3435601
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"16-18 Lachlan Avenue, Singleton, 2330, Australia",-32.5414177,151.1567397
"17 Hughes Close, Kurri Kurri, 2327, Australia",-32.8154127,151.4763293
"11 Wells Street, Taree, 2430, Australia",-31.8951019,152.4742765
"8 Tulloch Close, Singleton, 2330, Australia",-32.5721867,151.1800991
"14 Oxley Avenue, Singleton Heights, 2330, Australia",-32.5463269,151.158052
"34 Smith Street, Taree, 2430, Australia",-31.9114412,152.4468372
"1 Kerle Street, Taree, 2430, Australia",-31.8944787,152.4753875
"18 Wills Close, Singleton Heights, 2330, Australia",-32.5470611,151.1571333
"6 Coulson Avenue, Cessnock, 2325, Australia",-32.8221581,151.3693231
"8 Patricia Avenue, Taree, 2430, Australia",-31.8986264,152.4619828
"101 Macquarie Avenue, Cessnock, 2325, Australia",-32.839674,151.3359128
"2 Kingston Close, Singleton, 2330, Australia",-32.5699527,151.1826624
"1A Godwin Street, Forster, 2428, Australia",-32.191724,152.5159286
"46 Cowper Street, Taree, 2430, Australia",-31.8997034,152.4854776
"2 Wakehurst Crescent, Singleton Heights, 2330, Australia",-32.546265,151.1572853
"60 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"4 Mills Crescent, Cessnock, 2325, Australia",-32.8279981,151.3435601
"6 Lee Close, Singleton Heights, 2330, Australia",-32.5397819,151.1566613
"17 Tuncurry Street, Tuncurry, 2428, Australia",-32.1703113,152.496106
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"10 Pine Close, Gloucester, 2422, Australia",-32.0180997,151.9658019
"24 Maclean Street, Cessnock, 2325, Australia",-32.830348,151.3448423
"13 Brown Street, Cessnock, 2325, Australia",-32.8521786,151.3271274
"6 Deakin Avenue, Singleton, 2330, Australia",-32.5741597,151.1757409
"40 Kanangra Drive, Taree, 2430, Australia",-31.9029226,152.4657297
"171 High Street, Taree, 2430, Australia",-31.9103618,152.456272
"14 Burns Street, Kurri Kurri, 2327, Australia",-32.8120847,151.4837998
"4 Allan Street, Wingham, 2429, Australia",-31.8664831,152.365764
"27 Coulson Avenue, Cessnock, 2325, Australia",-32.8221581,151.3693231
"10 Wakehurst Crescent, Singleton Heights, 2330, Australia",-32.546265,151.1572853
"24 Marjorie Street, Taree, 2430, Australia",-31.8962353,152.4631745
"34 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994
"5 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"3 Pelerin Avenue, Singleton, 2330, Australia",-32.5701509,151.172818
"2 Dixon Street, Cessnock, 2325, Australia",-32.8269136,151.3439002
"117 Fourth Street, Weston, 2326, Australia",,
"45 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"10A Arlington Place, Forster, 2428, Australia",-32.2199012,152.5294771
"46-48 Orchard Avenue, Singleton, 2330, Australia",-32.574012,151.1787911
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"47 Orchard Avenue, Singleton, 2330, Australia",-32.574012,151.1787911
"22 Wentworth Avenue, Singleton Heights, 2330, Australia",-32.5520201,151.1582185
"8-10 Heath Avenue, Tuncurry, 2428, Australia",-32.1670526,152.4984091
"66 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"14 Frances Street, Taree, 2430, Australia",-31.9085815,152.4501311
"8-10 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"8-10 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"75 Aberdare Road, Aberdare, 2325, Australia",-32.8411974,151.3649657
"13-15 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"8-10 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"24 Marjorie Street, Taree, 2430, Australia",-31.8962353,152.4631745
"12 Ann Street, Taree, 2430, Australia",-31.8973128,152.4656024
"38 White Avenue, Singleton Heights, 2330, Australia",-32.5538225,151.1583773
"8-10 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"27 Bruntnell Street, Taree, 2430, Australia",-31.9014104,152.4760614
"39-41 Stanford Street, Kurri Kurri, 2327, Australia",-32.8151108,151.487204
"39-41 Stanford Street, Kurri Kurri, 2327, Australia",-32.8151108,151.487204
"8-10 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"16 Dixon Street, Cessnock, 2325, Australia",-32.8269136,151.3439002
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"8-10 Yango Street, Cessnock, 2325, Australia",-32.831654,151.35998
"17 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"16 Pindari Crescent, Taree, 2430, Australia",-31.8943344,152.4644402
"16 Dixon Street, Cessnock, 2325, Australia",-32.8269136,151.3439002
"34-38 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"4 Buckland Avenue, Cessnock, 2325, Australia",-32.8275914,151.345986
"19 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"19 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"18 Mills Crescent, Cessnock, 2325, Australia",-32.8279981,151.3435601
"34-38 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"17 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"17 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"17 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"3 Casson Avenue, Cessnock, 2325, Australia",-32.8225912,151.3705161
"167 High Street, Taree, 2430, Australia",-31.9103618,152.456272
"18 Mills Crescent, Cessnock, 2325, Australia",-32.8279981,151.3435601
"16 Dixon Street, Cessnock, 2325, Australia",-32.8269136,151.3439002
"42 Alkira Avenue, Cessnock, 2325, Australia",-32.8209644,151.3712994
"38 Boundary Street, Pelaw Main, 2327, Australia",,
"23 Bruntnell Street, Taree, 2430, Australia",-31.9014104,152.4760614
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"13-15 Stewart Street, Taree, 2430, Australia",-31.9023058,152.4497413
"7 Hampden Street, Kurri Kurri, 2327, Australia",-32.8220753,151.4826116
"19 Lambert Street, Cessnock, 2325, Australia",-32.8278227,151.3437322
"31-33 Boyce Street, Taree, 2430, Australia",-31.9081501,152.4653892
"86 Fourth Street, Weston, 2326, Australia",-32.8105974,151.4620346
"35 Wynter Street, Taree, 2430, Australia",-31.9110643,152.4565445
"61 Hind Avenue, Forster, 2428, Australia",-32.2041362,152.5220246
"6 Wakehurst Crescent, Singleton Heights, 2330, Australia",-32.546265,151.1572853
"8-12 Wentworth Avenue, Singleton Heights, 2330, Australia",-32.5520201,151.1582185
"1A Watson Street, Bellbird, 2325, Australia",-32.8593121,151.3106721
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"13-15 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"13-15 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"48 Short Street, Forster, 2428, Australia",-32.1841568,152.5135464
"46-48 Orchard Avenue, Singleton, 2330, Australia",-32.574012,151.1787911
"13-15 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"61 Hind Avenue, Forster, 2428, Australia",-32.2041362,152.5220246
"8-10 Heath Avenue, Tuncurry, 2428, Australia",-32.1670526,152.4984091
"32 Kanangra Drive, Taree, 2430, Australia",-31.9029226,152.4657297
"50 Buchan Avenue, Singleton, 2330, Australia",-32.5726713,151.1749084
"25 North Street, Tuncurry, 2428, Australia",-32.1690313,152.4974025
"21 Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"2-4 North Street, Tuncurry, 2428, Australia",-32.1690313,152.4974025
"50 Blaxland Avenue, Singleton Heights, 2330, Australia",-32.5485697,151.1576402
"9 Dunoon Street, Taree, 2430, Australia",-31.8945219,152.4632199
"16 Hume Close, Singleton Heights, 2330, Australia",-32.5523234,151.1557526
"2 Hutton Street, Cessnock, 2325, Australia",-32.8380387,151.3462743
"2 Burnett Street, Cessnock, 2325, Australia",-32.8268153,151.3433387
"2 Burnett Street, Cessnock, 2325, Australia",-32.8268153,151.3433387
"33 Buckland Avenue, Cessnock, 2325, Australia",-32.8275914,151.345986
"2 Burnett Street, Cessnock, 2325, Australia",-32.8268153,151.3433387
"2 Burnett Street, Cessnock, 2325, Australia",-32.8268153,151.3433387
"27A Dudley Street, Gorokan, 2263, Australia",-33.2508546,151.5097484
"1 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"8 Brittliffe Close, Singleton, 2330, Australia",-32.5737386,151.1797998
"13-15 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"18 Davies Close, Weston, 2326, Australia",-32.8078556,151.451768
"3-7 Hunter Avenue, Cessnock, 2325, Australia",-32.8326513,151.3463791
"36 Stevenson Street, Taree, 2430, Australia",-31.9074863,152.4664464
